name,description,voting,duration,view,status,genre,director,country,follower,quality,rating,studio,season,year,type
Cyborg 009 VS Devilman,"Sau khi khám phá ra sự tồn tại của ma quỷ tại Tokyo, phi hành đoàn Cyborg ban đầu do Tiến sĩ Gilmore lãnh đạo đã gặp phải xung đột với Devilman, một con quỷ mạnh được cho là đã liên minh với tổ chức khủng bố mang tên Black Ghost. Trong khi đó, một mối đe dọa lớn hơn xuất hiện khi Tiến sĩ Adams, một nhà khoa học Black Ghost giải phóng dòng mới của ông về mô hình Cyborg tuổi teen cao so với 009 và bạn bè của ông.",0.55,3 tập,12650,Trọn bộ,"['Shounen', 'Sci-Fi', 'Supernatural', 'Super Power', 'Demons', 'Action']",Đang cập nhật,Nhật Bản,2,HD,R - 17+ (bạo lực và tục tĩu),"Actas, Bee Media",Mùa Thu,2015,Anime bộ
Cyclops Shoujo Saipuu,Nội dung về anh trai và em gái...,0.85,12 tập,66226,Trọn bộ,"['School', 'Slice of Life', 'Ecchi', 'Comedy']",Đang cập nhật,Nhật Bản,74,HD,PG-13 - Teens 13 tuổi trở lên,Đang cập nhật,Mùa Xuân,2013,Anime bộ
D-Frag!,"Chuyển thể từ bộ manga cùng tên. Một thằng bựa, tên Kazama Kenji, đang có một cuộc sống oanh liệt của một đầu gấu, thì bỗng dưng bị dính bẫy của 4 cô nàng não phẳng 1 bà giáo viên đầu to óc trái nho. Hệ quả là cậu phải vào cái clb chuyên “ăn không ngồi rồi”. Thế là một chuỗi sự kiện hài “trong mơ” bắt đầu xảy đến với cậu.",0.92,12 tập,236917,Trọn bộ,"['Seinen', 'School', 'Game', 'Comedy']",Sugawara Seiki,Nhật Bản,449,HD,PG-13 - Teens 13 tuổi trở lên,Brain's Base,Mùa Xuân,2014,Anime bộ
H2O: Footprints in the Sand,"Hirose Takuma là một cậu học trò bị mù mà không thể nào xác định được nguyên nhân. Để chữa trị bệnh tình, cậu đã được chuyển đến sống ở một ngôi làng với chú của mình. Ở nơi đó, cậu đã gặp vài cô gái, và có ba trong số đó nổi bật hơn hẳn những người khác. Họ là Kohinata Hayami, Kangura Hinata và cả (Kangura) Otaha. Cô bé Otaha đã chữa được bệnh mù của Hirose trong một thời gian tạm thời. Và khi cậu ta nhìn lại được, cậu đã giúp đỡ những cô gái còn lại khỏi rắc rối. Hirose nhận ra là Kohinata Hayami bị dân làng căm ghét vì lý do nào đó. Khi cố gắng giúp đỡ cô ấy và thế rồi cậu cũng nhận ra ngôi làng không hề thanh bình như cậu tưởng lúc mới chuyển đến. Có những âm mưu, toan tính, đố kỵ ở đó, những chuyện ẩn giấu trong quá khứ gây chia rẽ, đổ vỡ... Đây là một anime dựng theo phong cách đậm chất drama Hàn Quốc, với nội dung buồn, không phải anime hướng đến một happy ending. Nó có đan xen các chi tiết siêu nhiên, kỳ diệu như sự tồn tại của Otaha và những gì cô bé ban cho Hirose. Thế nhưng thân thế của cô bé cũng rất đáng buồn. Sự áp đặt, cố chấp, toan tính của người lớn đối với con trẻ làm ngôi làng thanh bình trở lên hỗn độn, ngột ngạt...",0.91,12 tập,35602,Trọn bộ,"['School', 'Romance', 'Harem']",Tachibana Hideki,Nhật Bản,25,HD,PG-13 - Teens 13 tuổi trở lên,Zexcs,Mùa Đông,2008,Anime bộ
.hack//Tasogare no Udewa Densetsu,"Câu chuyện xoay quanh một trò chơi trực tuyến tên là The World, 4 năm sau sự kiện Twilight. Dư chấn của sự kiện này không chỉ ảnh hưởng đến thế giới trong game, mà cà thế giới thật. Shugo và Rena là 2 cặp an hem song sinh đã bị cuộc ly dị của bố mẹ chia lìa. 2 người họ đã đạt được giải thưởng đặc biệt từ nhà phát hành game, và giải thưởng đó là hình mẫu chibi của các nhân vật huyền thoại trong The World. Shugo vốn dĩ không thích game, nhưng vì The World là cơ hội duy nhất để cậu gặp gỡ Rena hằng ngày nên cậu đã đồng ý chơi cùng em gái mình. Và rồi, những sự kiện bất ngờ liên tục xảy ra….",0.5,12 tập,11320,Trọn bộ,"['Shounen', 'Sci-Fi', 'Game', 'Fantasy', 'Comedy', 'Adventure']",Morimoto Kouji,Nhật Bản,3,HD,PG-13 - Teens 13 tuổi trở lên,Bee Train,Mùa Đông,2003,Anime bộ
Hội Pháp Sư,"Câu chuyện về một cô thiếu nữ tên Lucy Heartfilia, khao khát của cô là gia nhập Hội Pháp sư nổi tiếng Fairy Tail. Trên đường phiêu lưu, Lucy đã vô tình gặp gỡ Natsu ""Salamander"" Dragneel, một thành viên của Fairy Tail, người sở hữu pháp thuật cổ đại Sát Long. Thế rồi Lucy được Natsu giới thiệu vào Hội Pháp sư Fairy Tail và cùng anh chàng này tham gia vô số nhiệm vụ khó khăn nhưng cũng không kém phần thú vị.",0.93,175 tập,4820234,Trọn bộ,"['Shounen', 'Fantasy', 'Comedy', 'Adventure', 'Magic', 'Action']",Ochikoshi Tomonori,Nhật Bản,7205,HD,PG-13 - Teens 13 tuổi trở lên,"Satelight, A-1 Pictures",Mùa Thu,2009,Anime bộ
Hội Pháp Sư (2014),"Tiếp nối phần 1. Chuyện xảy ra trong một thế giới hư cấu, ở Earth Land, có tồn tại một Mage Guild gọi là “Fairy Tail”. Fairy Tail được đóng quân ở thị trấn Magnolia, thuộc Vương Quốc Fiore, và hiện đang được thống trị bởi Makarov, chủ nhân của Guild. Lucy Heartfilia, một thiếu nữ 17 tuổi, ước ao được trở thành một pháp sư chính thức và tham gia vào một trong những Mage Guilds danh giá nhất trên thế giới, Fairy Tail. Một ngày kia, tình cờ cô gặp Natsu Dragneel, một anh chàng nhiễm-bệnh, nhưng bản chất lại là một người rất vui vẻ. Tuy nhiên, có một điều mà cô không hề hay biết rằng Natsu chính là mối liên hệ gần gũi nhất với Fairy Tail, bởi cậu chính là một Mage trong Fairy Tail. ",0.91,102 tập,2299857,Trọn bộ,"['Shounen', 'Fantasy', 'Comedy', 'Adventure', 'Magic', 'Action']",Ishihira Shinji,Nhật Bản,3371,HD,PG-13 - Teens 13 tuổi trở lên,"A-1 Pictures, Bridge",Mùa Xuân,2014,Anime bộ
Fairy Tail OVA,5 OVA của Fairy Tail.,0.9,5 tập,723806,Trọn bộ,"['Shounen', 'Fantasy', 'Ecchi', 'Comedy', 'Magic']",Ishihira Shinji,Nhật Bản,410,HD,PG-13 - Teens 13 tuổi trở lên,"Satelight, A-1 Pictures",Mùa Xuân,2011,Anime bộ
Hội Pháp Sư OVA (2016),3 Tập OVA Fairy Tail,0.95,3 tập,498349,Trọn bộ,"['Shounen', 'Fantasy', 'Ecchi', 'Comedy', 'Magic']",Kitamura Junichi,Nhật Bản,113,HD,PG-13 - Teens 13 tuổi trở lên,A-1 Pictures,Mùa Xuân,2016,Anime bộ
Fantasista Doll,"Gái và phép thuật.Câu chuyện kể về những em búp bê moe cực độ, sử dụng lá bài để chiến đấu.",0.77,12 tập,19788,Trọn bộ,"['Sci-Fi', 'Fantasy', 'Magic']",Taniguchi Gorou,Nhật Bản,16,HD,PG-13 - Teens 13 tuổi trở lên,"Hoods Entertainment, Production IMS",Mùa Hạ,2013,Anime bộ
Fastening Days,"Câu chuyện lấy bối cảnh trong thế giới tương lai… thôi lười lắm, ứ tóm tắt đâu các bạn xem thì biết, không phí 11 phút cuộc đời đâu.",0.5,chưa rõ,8172,Trọn bộ,"['Magic', 'Kids']",Ishida Hiroyasu,Nhật Bản,0,HD,G - Mọi lứa tuổi,Studio Colorido,Mùa Thu,2014,Anime bộ
Fate/kaleid liner Prisma☆Illya,"Fate/kaleid Liner Prisma-Illya là spin-off của Fate/stay night, với Illyasviel von Einzbe là nhân vật chính, một nữ sinh bình thường. Một ngày nọ, cây gậy phép ruby của tohsaka Rin (Kaleido Ruby) chán chủ nên bay đến chọn Illya làm chủ nhân, cùng lúc đó, cây gậy của Luvia (Kaleido shapphire ) cũng chọn chủ mới là bạn học của Illya.",0.83,10 tập,186043,Trọn bộ,"['Fantasy', 'Comedy', 'Magic', 'Action']",Oonuma Shin,Nhật Bản,248,HD,PG-13 - Teens 13 tuổi trở lên,Silver Link.,Mùa Xuân,2013,Anime bộ
Fate/kaleid liner Prisma☆Illya 2wei!,"Nối tiếp Ss1, lần này Illya và Miyu có nhiệm vụ phải bình thường hóa ""Sự rung động của Trái đất"". Nhưng mệt mỏi thay khi xuất hiện trước mắt hai người lại là một Illya khác!?",0.9,10 tập,107627,Trọn bộ,"['Fantasy', 'Comedy', 'Magic', 'Action']",Oonuma Shin,Nhật Bản,120,BD,PG-13 - Teens 13 tuổi trở lên,Silver Link.,Mùa Hạ,2014,Anime bộ
Fate/kaleid liner Prisma☆Illya 2wei Herz!,Phần tiếp theo của Fate/kaleid liner Prisma☆Illya 2wei,0.93,10 tập,99252,Trọn bộ,"['Slice of Life', 'Fantasy', 'Comedy', 'Magic', 'Action']",Oonuma Shin,Nhật Bản,116,BD,PG-13 - Teens 13 tuổi trở lên,Silver Link.,Mùa Hạ,2015,Anime bộ
Fate/kaleid liner Prisma☆Illya 3rei!!,Phần thứ 4 Của Series phim Fate/kaleid liner Prisma☆Illya,0.94,12 tập,87637,Trọn bộ,"['Fantasy', 'Comedy', 'Magic', 'Action']",Oonuma Shin,Nhật Bản,98,HD,PG-13 - Teens 13 tuổi trở lên,Silver Link.,Mùa Hạ,2016,Anime bộ
Kindaichi Shonen no Jikenbo N (2014),Series phim Kindaichi phát sóng song song với Anime. ,0.4,09 tập,15483,Trọn bộ,"['School', 'Live Action', 'Mystery']",Đang cập nhật,Nhật Bản,0,HD,Đang cập nhật,Đang cập nhật,,,Anime bộ
Fate/kaleid liner Prisma☆Illya Specials,Specials của Fate/Kaleid Liner Prisma ☆ Illya.,0.87,5 tập,48795,Trọn bộ,"['Fantasy', 'Ecchi', 'Comedy', 'Magic']",Đang cập nhật,Nhật Bản,22,BD,PG-13 - Teens 13 tuổi trở lên,Silver Link.,Mùa Thu,2013,Anime bộ
GJ-bu,"Nằm trong một ngôi trường cũ, chính là CLB GJ (viết tắt của Good Job), và Shinomiya Kyouya đã bị bắt gia nhập bằng vũ lực. Các thành viên còn lại bao gồm: Mao: chủ tịch lùn mà phách. Megumi: em gái của Mao, một cô bé rộng lượng. Shion: một thiên tài ngốc. Kirara: một bé hay đói bụng.",0.95,12 tập,102522,Trọn bộ,"['School', 'Slice of Life', 'Comedy']",Đang cập nhật,Nhật Bản,207,HD,PG-13 - Teens 13 tuổi trở lên,Doga Kobo,Mùa Đông,2013,Anime bộ
Ga-Rei: Zero,"Cuộc sống của cậu học sinh Kensuke Nimura thường ngày có vẻ như rất buồn tẻ, thế nhưng cậu lại có khả năng thấy được linh hôn. Kensuke luôn cảm thấy phiền hà vì khả năng này, tuy nhiên cậu chưa biết rằng cuộc sống của mình còn có thể trở nên rối loạn hơn nữa khi Kagura Tsuchimiya-một cô gái làm việc cho tổ chức bảo vệ loài người khỏi thế lực siêu nhiên- xuất hiện và ép buộc cậu phải gia nhập tổ chức. Anime là phần trước của cái nội dung trên, tức là mấy truyện trên chưa xảy ra.",0.74,12 tập,30508,Trọn bộ,"['Thriller', 'Supernatural', 'Super Power', 'Action']",Đang cập nhật,Nhật Bản,44,HD,R - 17+ (bạo lực và tục tĩu),"AIC Spirits, Asread",Mùa Thu,2008,Anime bộ
Gakkou no Kaidan,Những câu chuyện kinh dị ở trường học mà ẩn trong đó những ý nghĩa sâu sắc.,1,19 tập,22725,Trọn bộ,"['Supernatural', 'Horror', 'Mystery']",Đang cập nhật,Nhật Bản,10,SD,PG-13 - Teens 13 tuổi trở lên,Studio Pierrot,Mùa Thu,2000,Anime bộ
Gakuen Alice,"Đây là câu chuyện kể về tình bạn giữa hai cô bé Mikan Sakura và Hotaru Imai. Hai người là bạn tốt cho đến khi Hotaru phải chuyển trường đến Học viện Alice.Sau khi Hotaru chuyển đi, Mikan đã nghe các bạn cùng lớp nói rằng Học viện Alice là một nơi rất đáng sợ. Vì quá nhớ và lo lắng cho Hotaru nên Mikan đã lén rời khỏi nhà để lên Tokyo tìm kiếm người bạn thân của cô và cả học viện mà Hotaru đang theo học. Tại học viện Alice, tất cả những học sinh ở đây đều có một sức mạnh đặc biệt được gọi là ""Alice"". Sau khi được Narumi, một giáo viên tại học viện Alice khám phá ra cũng có ""Alice"", Mikan được chấp nhận vào học tại học viện. Nhưng ngay từ lúc mới bước chân vào học viện, Mikan đã gặp phải những rắc rối đầu tiên: Thử thách của Natsume Hyuuga và Ruka Nogi để chấp nhận cô là một người thật sự có Alice. Và sau đó là những câu chuyện về tình bạn của Mikan và những người bạn tại Học viện Alice,đồng thời cũng là chuyện... tình cảm của Natsume và Mikan.",0.93,26 tập,35891,Trọn bộ,"['Shoujo', 'School', 'Comedy', 'Magic']",Đang cập nhật,Nhật Bản,29,HD,G - Mọi lứa tuổi,Group TAC,Mùa Thu,2004,Anime bộ
Gakuen Heaven,"Ito Keita, một cậu nhóc bình thường chẳng có gì nổi bật. tự nhiên cậu nhận được “giấy mời bạch kim”, mời cậu nhập học trường Bell Liberty, gọi tắt là học viện BL, nơi tập trung tinh anh trên khắp cả nước. Thế là cậu quyết định chuyển đến mà không suy nghĩ gì. Tại sao cậu lại nhận được giấy mời và ai đã gửi giấy mời cho cậu? Câu trả lời mời bạn xem thì biết.",0.87,13 tập,74288,Trọn bộ,"['Shounen Ai', 'School', 'Romance', 'Drama', 'Comedy', 'Josei']",Hiiro Yukina,Nhật Bản,70,HD,PG-13 - Teens 13 tuổi trở lên,Tokyo Kids,Mùa Xuân,2006,Anime bộ
Gakuen Senki Muryou,"Thế giới sắp bị đảo lộn bởi Hajime Murata. Một tàu ngoài hành tinh kỳ lạ xuất hiện trên Tokyo, và sau đó một học sinh bí ẩn mới chuyển đến trường và mặc 1 bộ đồng phục cổ. Tên của anh là Muryou, với sự xuất hiện của anh, mọi thứ bắt đầu thay đổi. Học sinh đột nhiên có những sức mạnh tuyệt vời, một người giám hộ trắng khổng lồ xuất hiện giữa trên bầu trời thành phố để chống lại những sinh vật ngoài hành tinh và người đàn ông có vũ khí đe dọa góc khuất của trường. Thế giới sắp bị đảo lộn cho Hajime Murata. Đầu tiên, một tàu ngoài hành tinh kỳ lạ xuất hiện trên Tokyo, và sau đó một học sinh mới chuyển đến trường bí ẩn của mình mặc một bộ đồng phục học cổ đại. Tên của ông là Muryou, và với ông đến, mọi thứ bắt đầu thay đổi. Học sinh đột nhiên bắt đầu để hiển thị sức mạnh tâm linh tuyệt vời, một người giám hộ trắng khổng lồ giữ xuất hiện trên bầu trời thành phố để chống lại những sinh vật ngoài hành tinh khổng lồ, và những người đàn ông có vũ khí đe dọa đang ám ảnh bóng tối của sân trường.",0,26 tập,18083,Trọn bộ,"['Shounen', 'Sci-Fi', 'Space', 'Supernatural', 'Adventure', 'Mecha']",Đang cập nhật,Nhật Bản,7,SD,PG-13 - Teens 13 tuổi trở lên,Madhouse,Mùa Xuân,2001,Anime bộ
Học Chiến Đô Thị,"Sau khi nhân loại trải qua một thảm họa chưa từng có, con người đã khai thác ra một tiềm năng mới. Tại các học viện ở thành phố nước, có một giải đấu lớn là Star Wars Festival tất cả mọi người thuộc thế hệ Starpulse của 6 học viện đều tụ hội lại và combat. Ayato Amagiri được hội trưởng hội học sinh học viện Seidoukan là Claudia mời đến tham dự. Và câu chuyện bắt đầu từ đây...",0.71,12 tập,1248412,Trọn bộ,"['Sci-Fi', 'School', 'Romance', 'Supernatural', 'Harem', 'Fantasy', 'Ecchi', 'Comedy', 'Action']",Ono Manabu,Nhật Bản,2009,HD,PG-13 - Teens 13 tuổi trở lên,A-1 Pictures,Mùa Thu,2015,Anime bộ
Galilei Donna,"3 chị em, Hozuki, Kazuki và Hazuki là con cháu của Galileo, mỗi người họ có một cá tính riêng biệt. Và họ chưa bao giờ đồng ý với nhau về chuyện gì. Một ngày nọ, những cô gái này đột nhiên bị tấn công bởi một tổ chức bí ẩn. Tổ chức này tìm kiếm ""Galileo Tesoro"", thứ mà Galileo Galilei nói rằng đã khám phá ra. Vẫn chưa nhận thức được điều gì đang xảy ra,3 chị em bỏ trốn bằng tàu không gian mà họ tạo ra sau cuộc tấn công. Nhưng, 3 người họ sẽ không dễ dàng giúp đỡ nhau khi họ liên tục bất hòa Tesoro là gì, và tổ chức kia đang tìm kiếm thứ gì ? Và mối quan hệ giữa 3 chị em này là sao ? Đó là câu chuyện về những cô gái dễ thương, hành động, và bí ẩn.",0.62,11 tập,15826,Trọn bộ,"['Sci-Fi', 'Adventure', 'Action']",Đang cập nhật,Nhật Bản,5,HD,R - 17+ (bạo lực và tục tĩu),A-1 Pictures,Mùa Thu,2013,Anime bộ
